job_title,skills,source
 Solutions Architect,"System Design, Product Knowledge (disk, tape, software), Hardware and Software Backup and Recovery Solutions, rd Party Complementary Solutions, Visio Diagram Creation, Competitive Products Knowledge, RFIs and RFPs Response, IT Consultation, Data Deduplication, Virtualization, Storage Management, Data Communication",original
 Enterprise Data Architect,"Data warehouse design, Data management, Database administration, Data models, Structured Query Language (SQL), Microsoft T-SQL / Oracle PL-SQL, Electronic Medical Record (EMR) applications, Epic Clarity reporting system, Microsoft Office software, Client-server and web-based environments, Healthcare applications and systems, 'Big Data' management, Hadoop",original
 Data Center Systems Architect,"Data center design, Electrical engineering, Mechanical engineering, Automation, Software engineering, Data analysis, IT hardware design, Facility power and cooling systems, IT stack integration",original
 Big Data Engineer,"Big Data mechanics, SQL, NoSQL, Hadoop, Spark, Flink, Kafka, Data pipeline management, Stream-processing systems, Python, Java, Scala",original
Enterprise Data Architect,"Data modeling, Data architecture, Data management, Data processing, Enterprise data management, Metadata management, Data quality, Data security, Backup and disaster recovery, Data governance, Data stewardship, Database design, Entity relationship planning, Web services, Object-oriented programming, Relational databases, Big data platforms, Data processing flowcharting, Data privacy practices",original
"BIS - Data Architect - Regional Locations (Dewitt, Oneonta, Canton, Olean,
Jermyn or Burlington)","Data modeling, Data integration, Database design, Metadata management, Data analysis, Data governance, Business intelligence tools, RDBMS/SQL, Change and configuration management",original
Move In Coordinator,"Marketing, Sales, Advertising, Client experience, Telephone sales, Analytical skills, Data interpretation, Microsoft Office Suite (Word, Excel), Database management, Customer relationship management software",original
 Data Center Architect,"Data center and storage solutions, Consultative / complex sales processes, Deep knowledge of major public cloud offerings (i.e. Microsoft Azure, AWS, OpenStack, DevOps), Infrastructure, Platform, and Software as a Service (IaaS, PaaS, SaaS) capabilities",original
 Marketing Data Architect,"Data mining, SQL, BigQuery, NoSQL, SFDC, Microsoft Azure, Microsoft PowerBI, HTML, MRM, Ajax, Marketo, JavaScript, JSON, PHP, PowerBI, Tableau, AWS",original
Science and Healthcare Data Architect,"Data strategy, Data management, Data architecture, Healthcare data, Science data, Analytics, Big data, Data governance, Data quality, Data architecture",original
Human Factors Specialist,"Technical skills:, ) User-Interface (UI) design solutions, ) Usability testing and optimization, ) Ethnography, ) Data analysis, ) SPSS, ) Adobe InDesign, ) Adobe Photoshop, ) Adobe Fireworks, ) HTML, ) PowerPoint, ) Visio",original
" Sr Architect, Business","Business process understanding, Business architecture, Technology portfolio strategy, Business unit analysis, Governance and planning, IT governance, Stakeholder management, Facilitation, Problem-solving, Communication skills, MS Office proficiency",original
 Service Development Architect-Allstream,"Service level architecture development, Network automation software development, Integration of service architecture into OSS, Service provisioning, Service validation, Analytics & intelligence development, Virtualization of network functions, Network configuration development, Technology enhancement, Capacity planning, Resiliency planning, Cost-effectiveness analysis, Network security assessment, ASP.Net application development, ASP.Net environment proficiency, Oracle database management, SQL querying, Linux OS, Python programming, Perl programming, XML, JSON, PHP, IPv4 & IPv6 routing, Ethernet switching, QoS mechanisms, SDN knowledge, NFV knowledge, Network architecture diagramming, Team collaboration, Written and verbal communication",original
 Data Solution Architect,"Cloud computing technologies, Data architecture, Databases and analytics, Big data (Hadoop, Spark), NoSQL databases, Business Analytics, Relational databases (SQL Server, MySQL, Oracle), Data warehousing, Big data use-cases, Hadoop-based design patterns, Microsoft Azure services, Internet of Things (IoT), Hybrid integration, Azure data and analytics services, Technical sales, Architecture and design discussions, Solution architecture, Systems-wide view of customer's data landscape, Data processing and analytics solutions, Enterprise Data Lake strategy, Solution proposal development, Data/IoT-related Azure services",original
"Data Senior Architect (Mount Olive, NJ or Chicago, IL)","Data architecture, Enterprise architecture, Master Data Management, Data strategy, Data integration, Data governance, ERP system design, Cloud solutions, BigData, AI/ML, Information Value Streams, NoSQL technologies, Schema design, Machine Learning, Azure Data Platform",original
Architect,"Architectural Design, Design drawing, Revit, Planning and programming studies, Coordination of project documents, Communication",original
 Landscape Architect II,"Landscape Architecture, AutoCAD Software, Project Management, Construction Oversight/Supervision, Complex Design Concepts, Irrigation Systems, Drafting and Designing",original
Data Architect,"Database Modeling, Data Migration/Conversion, SQL Programming, Stored Procedures Development, Data Analysis, Database Performance Tuning, Database Administration, MariaDB, MySQL, DB2 AS400, DB2 LUW, Software Development Lifecycle, Agile Methodologies",original
Sr Staff Data & Information Architect,"Data Solutions, Audit analytics, Data architecture, Functional documentation, Financial systems, Data analytics, Data science, SQL queries, Data analysis, Data warehouses, Postgres, MSSQL, MongoDB, Analytics, Python web framework",original
RPHL00014,"DevOps CI-CD in TFS, OCR, LAR-CAR, SignalR, EZ-C, DE2, ASP.NET, C++, C",original
Data Architect,"Big Data Technologies (Hadoop, Spark, MongoDB, Pig, Hive), Relational Databases, Data Architecture, Data Operations, Data Warehouse Design, MySQL Database Schemas, Hadoop Administration, Hive Administration, ETL Processes, Real-time Analytics, AWS, NoSQL Databases (MongoDB, Redis, Cassandra), ETL Design and Development, Data Governance, Master Data Management, Architecture/Design Patterns",original
Technical Domain Architect,"Systems/Network Architecture, IT Service Management, Network Architecture, System Architecture, DevOps, Cloud Computing, Network, Application, and Systems Engineering, Planning and Managing IT Enterprise Architecture Frameworks, IT Infrastructure Library (ITIL), IT Strategic Planning",original
 Data Architect,"SQL, Data Architecture & Modelling, Cloud Infrastructure, Management and Hosting, Configuration and Release / Deployment Process, Distributed Computing, Cluster Frameworks, PaaS, Data Warehousing, PySpark, Hive, RDBMS, Data Engineering",original
 Data Engineer,"ETL processes, Data warehousing, SQL, Python, Java, Hadoop ecosystem, Data schema, AWS or GCP, Tableau, Spark 2, Apache Airflow, Streaming architectures, MPP databases, Amazon Web Services (AWS) services: EMR, Lambda, Kinesis, Firehose, S3",original
Enterprise Data Architect,"Enterprise Architecture Fundamentals, Data architecture design, Data standards development, Data governance, Information models assessment, Data design documentation, Performance and scalability testing, Data migration strategy, Data integration, Data conversions, Data modeling, Data services, Reporting and analytics, Enterprise development standards",original
 Data Modeler,"Data modeling techniques, Normalized data structures, Database platforms (Oracle, DB2, SQL Server), Data storage/access models, Data modeling and repository toolsets, Data types (structured versus unstructured), Data format standards (e.g., XMI), Agile methodologies, Business requirements definition, Tools and technology proficiency (ERWin, SQL Server, Oracle, Informatica), ETL tools (Informatica, DataStage, Goldengate)",original
 Debug Architect,"Hardware Design, Silicon Optimization, Debugging, Architecture Definition, Performance Analysis, Verification, Lab and System Debug",original
Solution Architect Big Data,"App-Cloud Services-L3, Architecture, Non-functional requirements, Proposals (RFPs), Design and deployment, Estimation, Big Data",original
 RPA Architect,"RPA Concepts, Process Assessment, RPA Platforms (Blue Prism, Automation Anywhere, UI Path), Process Documentation and Analysis, Problem Solving, Business Analysis, Presentation Skills, System Requirements Specification, Technology and Architecture Concepts",original
Big Data Technical Architect,"Hadoop, HortonWorks, Linux systems, Java development, Apache, Spring, J2EE, Spark, Deployment/orchestration tools (e.g., Jenkins), Microservices, JDBC, Web-services APIs, Analytical skills, Problem-solving skills, Troubleshooting skills, Azure, Oracle, Google deployments, Redshift, EMR, BigQuery, Neptune, API management tools",original
Data Architect,"Data architecture, Cloud computing, Data science, Business intelligence, Data analysis, Data modeling, Data visualization, Multi-cloud reporting, Analytics, Data preparation, Data enrichment, Data analytics, Metadata management",original
Application Architect,"Java programming, Scala programming, Big Data technologies (Hadoop, Spark, Akka, Pig, Hive), Distributed computing technologies, Machine learning algorithms, Analytics plug-in framework development",original
MSBI - ETL Architect - ETL Designer,"Data modeling, ETL design, Data Flow Diagrams, BRD interpretation, SQL, SSIS packages, Orchestrator, Git version control, Code review, Unit testing, Test case review, Deployment planning, Support transition planning, Software development lifecycle understanding, Agile methodologies, Offshore coordination",original
 Data Architect,"Data Architecture, Data Lake Implementation, Data Lake Infrastructure, Customer Journey Mapping, Multi-Touch Attribution, KPI Measurement, Analytics, Reporting Framework, Data Integration, API Development, Customer Data Platform Development, Big Data Management, Hadoop, Apache Spark, SQL, Data Enrichment Services",original
Brighter - Digital Analytics Data Analyst,"Data analytics, Agile methodology, Adobe Analytics, SQL, Microsoft Office suite, Web analytics methodologies, A/B testing, Multivariate testing, Competitive analysis, Big Data (Hadoop/Teradata), ETL, AWS ecosystem, Spark development in Python or Scala",original
Starts Coordinator,"Permitting process, Accuracy in data management, Organizational skills, Efficient communication with various parties, Proficiency in MS Word, Excel, and Outlook",original
 EPM Architect,"Applied GAAP, Audit, Governance, Financial Principles, EPM Solutions, Business Intelligence Analytics, Data Modeling, Integration, Data Planning Solutions, Excel, Multi-dimensional Technology, Functional and Architectural Design, Systems Design, Requirements Gathering, Test Plans, Training, Report and Dashboard Design, Financial and Operational Metrics, Business Intelligence Services, Data Marts, Oracle/Hyperion Applications, Essbase, DRM, Smartview, Oracle DB, FDMEE, ODI, Cloud Computing, In Memory Design, RDBMS, Backup and Recovery Operations, Batch Scripting, ERP Solutions, Performance Tuning",original
 Office 365 Architect,"Windows Desktop OS, Office 365, Virtual Desktop solutions, Desktop and laptop hardware, Audio Visual and Conferencing technologies, Mobile devices and operating systems, Desktop productivity suites, File sharing applications, SaaS solutions, Backup solutions for PCs / laptops",original
 Mid-level Data Technologist - Big Data,"****, Big Data ecosystem (Hadoop and Teradata), Hive, HBase, Kafka, Storm, Spark, Spark Streaming, NiFi, Data pipelines development, Linux, Java applications deployment, SQL, Teradata, Hortonworks Hadoop Distribution, Java application development, Systems integration, Application development best practices",original
 Solution Architect ~ Data / BI COE,"Kafka design patterns, Kafka Streams API, Event Sourcing patterns, CQRS, Microservices design principles, Docker, Kubernetes, SDLC, CI/CD pipeline, Java (including lambdas and Java Streams API), Test-Driven Development (TDD), Automated integration testing, Big Data technologies (Hadoop, Apache Spark, Apache Storm, Ni-Fi, Hbase), Functional Programming (e.g., Scala, Clojure, Kotlin), Actor Model (specifically Akka), Agile principles",original
 Data Architect,"****, Data Engineering & Transformation, Database Applications Development, ETL Processes, Data Modeling, Performance Optimization, Data Integration, Automated Solutions Development, Large Volume Data Integration, Data Analysis, Risk Reporting, Financial Reporting, Database Querying",original
 Silicon Performance Architect,"Silicon performance modeling, Performance architecture, Compute benchmarking, SoC and System level implications, Modeling and analysis, Data-flows modeling, Cost/benefit analysis, SystemC modeling, Performance test planning",original
 Data Architect/Engineer,"Data architecture, Data flow management, Data processing, Data cleansing, Data wrangling, Data retrievability, Data storage solutions, Computing resources management, Data governance, Data management solutions, Industry best practices, System management, QA/QC, Development tools, Python, R, SQL, noSQL, newSQL, Git, Genomics and human genetics datasets harmonization, Processing frameworks and technologies (eg Apache Spark)",original
" Principal Architect, Data Platforms","Non, Collaboration, Influence, Communication, Strategic Thinking, Innovation, Results Orientation, Continuous Learning, Relationship Management, Risk-Taking, Vision, Diversity Awareness, Leadership, Critical Thinking, Open to Differing Perspectives",original
 Senior Data Engineer,"Enterprise Datawarehouse design, Data transformation, Data lifecycle understanding, Schema design, Advanced report design, Data aggregation, Web Intelligence, Report Services, Pentaho Spoon, Data modeling, SQL development, ETL, Dimensional database design, Microsoft SQL Server, MySQL, PostgreSQL, SSIS, Python, Automation technology frameworks, Java, SAP Business Objects, Data modeling tools, Big Data Technologies, Amazon MapReduce, Hadoop, Cassandra, SAP Hana, Amazon RedShift, Amazon Glue",original
Solution Architect Big Data,"AWS IoT, Architecture, Enterprise-scale projects, Non-functional requirements, RFP solutions, Technical leadership, Collaboration, Reuse practices, Process optimization, Process automation",original
 Enterprise Architect,"Enterprise architecture, Business and IT strategy, Architecture frameworks, Business process re-engineering, Financial models and budgeting, Problem analysis and design techniques, Project planning and management, New technology evaluation",original
 IT Architect- Big Data,"Big Data applications development, Data preprocessing and loading, Database management, Data visualization, Hadoop environment support, Business analytics, Software development, Enterprise-grade Big Data solutions, Data analysis, Systems development",original
Data Warehouse/Analytics Architect-Houston Location,"Data Modeling - Dimensional, Relational, Database knowledge, Data lineage, Data integration, Data dictionary management, Data Ingestion, Metadata definition, Software Engineering Techniques, Software Engineering Architecture, Software Engineering Lifecycle, Data Management, Business Analysis, Business Knowledge, Software Engineering Leadership, Architecture Knowledge, Technical Solution Design",original
 Automation Architect,"AWS, Continuous Integration/Continuous Delivery, New Relic, Amazon AWS, EC2, S3, IAM, Load Balancers, ElasticSearch, SNS, CodePipeline, Lambda, Microservices, Nexus, Kubernetes, Git, Jenkins, Swagger, Docker, PostgreSQL, NoSQL, React, React Native, Java, JUnit, Java Spring, Rest-Assured, HP",original
Senior Technical Architect,"Enterprise IT application support, Application architecture, Analysis and design, Implementation, Vendor management, Enterprise architecture standards, Infrastructure standards, Security standards, Data analysis, Data management, Enterprise informatics, Project management, Business intelligence, Data warehouse, ETL technologies, Project lifecycle, Software development methodologies, Infrastructure technologies, Performance management",original
BI & Reporting: Data Architect / DBA,"Data warehousing, Data modeling, SQL/RDBMS technologies, Oracle PL/SQL, Predictive modeling, Data visualization, Market research",original
 Information Architect - Enterprise Data Integration,"Dell Boomi AtomSphere - IPaaS, API Design, Soap/WSDL Integration, Cloud Application Integration, Salesforce Integration, Workday Integration, Smart Integration, SAP Integration, Azure Cloud Integration",original
 Manager Big Data Architect,"Big Data Analytics, Data Modeling, ETL Processes, Data Governance, Data Security Standards, Microsoft Azure, HDInsight, Azure Data Lake, Azure Machine Learning, Azure SQL Data Warehouse, Power BI",original
 Associate Architect I - Unlicensed,"Design and construction documents, Architectural techniques, Revit",original
Associate Architect I,"Revit, Architectural design, Construction document preparation, Project specifications",original
Data Architect - Teradata,"Teradata, Data Warehouse, Data Modeling, SQL Programming, Performance Tuning, ETL/ELT, Linux, UNIX, Windows, Shell Scripting, Informatica, MS Office, BI Tools (MicroStrategy or Tableau), SQL Server, Oracle, DB2, Hadoop, Google Cloud Service & Big Query, Stonebranch",original
 Architectural Intern,"Architectural design, Architectural drawings, Construction documents, Building codes knowledge, BIM software, Revit software",original
Data Warehouse Architect,"****, Scala, Play, Akka, MongoDB, PostgreSQL, ElasticSearch, AWS, Docker, Mesos, Marathon, Jenkins, Kafka, Spark, HDFS, Avro, Airflow, Redshift, SQL, ETL, Redshift, Teradata, Informatica, Talend, Data modeling standards, Distributed systems, SOA environment, AWS services, Performance optimization tools and techniques",original
 Data Architecture Manager,"Digital Advertising, DSP and DMP management, Online Display, Video, and Mobile campaigns, AdTech platforms, rd Party data utilization, Pixels and Ad Servers, Customer acquisition optimization, CPA, CTR, Completion Rate optimization, Microsoft Office proficiency, Project Management",original
Machine Learning Big Data Engineer,"****, Machine Learning, Big Data, Data Science, AWS, Java, Scala, R, Python, SQL, H2O, Tensorflow, MLLib, scikit-learn, S3, EC2, EMR, Hadoop, Pig/Hive, Spark, Cassandra, DynamoDB, HBASE, MongoDB",original
 Data Management & Integration Engineer,"Javascript, jQuery, Ruby on Rails, Unix Shell Scripting, Shell Scripting, Ubuntu Linux 12.04, Postgre Sql 9.2, Elastic Search, Chef, Capistrano",original
Magnetic Sensor Device Engineer,"Micromagnetic simulations, Finite Elements simulations, Custom device layout, Photo mask layout, Design of Experiments, Data analysis",original
Data Engineer,"Data warehousing, Big data platforms, Cloud computing, Data pipelines, Business intelligence, Analytics, Production-grade pipelines, Scripting languages (Python, Ruby), Compiled programming languages (Scala, Java), MPP databases (Snowflake, Redshift, BigQuery), Event-based pipelines (Kafka, Flume, Kinesis, Fluentd), Orchestration frameworks (Airflow), Compute frameworks (Spark), SQL, AWS services, Git, Docker, AWS EMR, AWS Lambda",original
" Production Engineer, Intern/Co-Op","UNIX, TCP/IP network fundamentals, Coding in at least one language, Learning new development languages quickly, Guerrilla capacity planning, Large-scale internet service architectures, Configuration and maintenance of common applications, Basic understanding of software, frameworks, and APIs",original
Data Engineer,"Python, Java, Scala, NodeJs, SQL, Relational & Multi-dimensional Databases, Data mining, ETL processes, Data lakes, Data warehousing concepts, Distributed data architectures (Spark, EMR, Hadoop, Hive), Streaming Technologies (Kafka, Flume, Spark Streaming), Continuous integration technologies, Agile software development life cycle, Amazon Web Services (AWS), Redshift, Monitoring and exception handling, Fault tolerance",original
Data Engineer,"SQL development, Database design, Data flow analysis, Big data platforms, Data pipelines, Enterprise data management strategies, Operational data stores, Data warehouse implementations, Data movement, Data services, Data acquisition, Data conversion, Archive/recovery, MySQL, Microsoft SQL, Analyzing data sets, Debugging databases, Physical data models, Logical data models, Tableau, Power BI, Business intelligence tools, MySQL, Python, Shell scripting, Java, PHP, T-SQL, SSIS packages, MSSQL, ETL pipeline, Data warehousing, Data modeling, Query performance tuning, Redshift, Postgres, AllFusion, Aris, ERwin, Streaming services, Stream sets, Kinesis, Kafka, Data as a Service (Daas), Leading data engineering teams, Hadoop technology stack, AWS, MS Azure, Enterprise Architecture Tools, Data archiving, Disaster recovery, DBA",original
" Engineer I, Technical","Prepreg process and product development, Resin development and resin testing, Qualification & composites testing, Statistical Process Control, Material specifications development, Laboratory test techniques, Technical Laboratory maintenance, Equipment development and testing, Data interpretation",original
Data/BI Engineer,"Data and BI technologies, Data and BI Architecture and Management Services, Analytical technologies, Large datasets management, Installation, configuration, and administration of Data and BI platforms, Software engineering development, Linux, Java, Scripting, SQL programming, Capacity planning, Deployment, Troubleshooting, Performance tuning, Agile or other rapid application development methods",original
 Data Engineer,"Data engineering, Distributed systems, Scalable data pipelines, Data storage, Data processing, ETL, Real-time data processing, Batch processing, Big data ecosystem, Spark, Hadoop, Kafka, SQL/NoSQL stores, Data lakes, Data warehouses, Data science infrastructure, Machine learning infrastructure, Data workflows, Architectural decision-making, Data engineering best practices",original
Data Engineer,"Data warehousing, Data pipeline development, Monitoring tools development, SQL, Python, Database optimization, AWS data and analytics, Data processing tools, Data modeling",original
 Data Engineer,"Data collection, Data management, Data analysis, Data reporting, Data warehousing, ETL processes, Python, Bash, Data modeling, SQL, AWS tools (S3/EC2/Athena/Redshift Spectrum/IAM), Tableau, MSSQL Server, Data lake environment, Distributed compute platforms, Database technologies, Data pipelines, Custom python scripts",original
 Technical Support Engineer (Entry-level),"Web-based applications, Google Suite, Zapier, IFTTT, OSX, IT-related degree",original
 Data Engineer,"Data management systems design, Data pipeline development, System integration, Software engineering tools, Coding in Python, Go, Java, JavaScript, PHP, Perl, Machine learning fundamentals, Distributed computing, Statistical programming languages (R, Julia, Stan)",original
 Audio Archivist & QC Engineer,"Audio engineering, ProTools, Logic Pro, Digital audio workstations, Knowledge of audio formats and file types, FTP, Data entry and research, Technical trends awareness",original
Data Engineer,"Database, Math & Statistics, MS Office, Technical/Software, Time Management, Project Management",original
 Quality Engineer,"Quality assurance, Quality control, Root cause analysis, Quality management systems, Inspection and testing procedures, Failure Modes & Effects Analysis (FMEA), Statistical Process Control (SPC), Quality Improvement Plans, Process control tools, ISO 9001, API Q1",original
 Data Operations Engineer,"SQL, Python scripting",original
 Saw Operator â 1st Shift,"Machine operation, Blueprint reading, Mathematics, Machinability of materials, Layout techniques, Fixture alignment, Tool selection and setup, Control regulation, Quality inspection, Precision measurement, Assembly",original
 Boiler Operator,"****, Operating steam boilers, Operating hot water generators, Operating compressors, Operating cooling towers, Operating pumps, Operating fans, Performing routine maintenance, Repairing equipment, Monitoring operating parameters, Recording operating data, Water treatment equipment maintenance, De-energization (lock-out/tag-out), Predictive maintenance, Preventive maintenance, Troubleshooting equipment problems, Spare parts management, Computerized maintenance management system (CMMS)",original
Data Engineer,"SQL Server, Informatica, SQL coding, T-SQL, ETL/ELT tools, Data automation practices, Data Quality & Administration, Big Data technologies",original
Network Engineer Intern,"LAN/WAN, Route/Switch, Data Center, Virtualization, Cloud Implementation, Microsoft Technologies, Cisco Technologies, EMC Technologies, NetApp Technologies",original
 Data Engineer,"Data engineering, ETL processes, Data analysis, Data modeling, Database development, API querying, Relational databases, Debugging, Automation, Data integrity, Data processing, Data visualization, Big Data tools",original
CCBD Technology - Marcus Data Engineer,"Python, Spark, Hadoop ecosystem, SQL, relational databases, BI tools, agile software methodologies",original
Human Factors Engineer,"Biological experiments, Data analysis, Database extraction, Technical specifications preparation, Technical data analysis, Troubleshooting, Report writing",original
 Data Engineer,"Python, SQL, API, Tableau, SAP Business Objects (BOBJ), SAP HANA, Hadoop / HAWQ, SAP Smart Data Integration (SDI) / SAP Landscape Transformation (SLT), Informatica",original
Data Engineer,"Data engineering, Data modeling, Database design, Software development, Big data / NoSQL design, Agile practices, Programming languages and frameworks, SDLC methodologies and practices, Business analysis, Data analysis, Data management, Analytical thinking",original
"Engineer, Applications","Electrical Engineering, RF electrical modeling, Microsoft applications proficiency, Solid project organization, CAD software proficiency (2D and 3D), SolidWorks experience",original
 Data Engineer,"Scalable data infrastructure design, Data capture and transformation, Data pipelines management, Machine-learning models deployment, Backend and frontend tools development, Data architecture decision-making, Software tooling utilization, Hadoop distributions, Data storage systems, Data processing frameworks, Data querying languages, Programming languages proficiency, Geospatial data handling, Software lifecycle tools utilization",original
 Business Analyst,"Financial analysis, Business analysis, Data development, Coating technologies, Logistics services, Competitive intelligence, Valuations, Due diligence, Contract preparation, Forecasting, Computer literacy",original
 Data Engineer,"Data analysis using tools like Sigma, Building migrations in PostgreSQL, Scripting in Node, Python, or Bash, Working with relational databases, Architecture and design reviews",original
Data Engineer,"Data Management, Data Architecture Design, Data Modeling, ETL Processes, Data Pipeline Development, Real-time and Batch ETL, Data Flow Diagrams, Scripting (Python), Hadoop, Cloudera, Pig, Hive, Spark, Sqoop, Big Data Tools, Data Quality Management",original
Wafer Metrology Data Development Engineer,"CDSEM, Focused Ion Beam (FIB), Image Based Analysis, Algorithm development, Data analysis, Programming (MatLab, Python), Metrology technology (AFM, SEM, TEM)",original
 SQL/Oracle Data - Assoc IT Engineer,"DEVOPS, Waterfall and Agile practices, Systems integration testing (SIT), Component integration testing (CIT), User acceptance testing (UAT), Infrastructure software testing",original
Data Entry Specialist,"Data Entry, Typing (70+ WPM), Scanning, Copying, Printing, Electronic Document Handling, Microsoft Suite",original
Transportation Specialist I,"Change order processing, Cost analysis, Project planning, Policy development, Construction record-keeping, Auditing, Compliance review, Contract dispute resolution, Data research and analysis, Report preparation, Reading and interpreting plans and blueprints",original
Surface Analysis Engineer - 1st Shift,"Surface Analysis, SIMS, Semiconductor Processes, Device Physics, Secondary Ion Mass Spectrometry (TOF-SIMS, Dynamic SIMS), Advanced Characterization Instrumentation (MS-SIMS, AES, AFM, XPS, XRD), Project Management",original
 Data Engineer II,"SQL, Programming (e.g. Java/C), Scripting language (Perl, Unix shell), Predictive and decision models, Data mining techniques, Analytic tools (R, SAS, Matlab), Dataframe frameworks (Pandas, Julia), Web development (JavaScript, matplotlib, ggplot2, Flask, Django), Map-reduce style problems (Hadoop, Hive, Impala, Spark, Presto, AWS Glue), Networking Operations, AWS products and services",original
 Data Engineer,"SQL, ETL development, Data warehouse data models, Dimensional data models, Multidimensional queries in MAQL, Conceptual, logical, and physical data models, End-to-end data pipeline solutions, Optimization of SQL queries, Metrics and reports, GoodData products and services",original
Data Science Engineer,"R, Python, MatLab, MySQL, MongoDB, Cassandra, Java, JavaScript, GLM/Regression, Random Forest, Boosting, Trees, Text mining, Social network analysis, Periscope, Business Objects, D3, ggplot, Tableau, NaÃ¯ve Bayes, SVM, kNN",original
 Data Engineer,"SQL, Database Programming, Linux, Python, AWS, ETL tools like Talend, Visualization tools like Tableau",original
Data Engineer,"Data Engineering, Analytics, Data Warehousing, SQL, Python or R, Google Analytics, Google Cloud Platform, Amplitude",original
 Data Engineer,"Data engineering, ETL tools (Informatica, Talend), SQL database queries, Java programming, Python programming, Data quality techniques, Unstructured data handling, Working across multiple compute environments, Data structures (HDFS, SQL, noSQL), Algorithms, Performance optimization, AWS cloud technologies, Distributed data processing systems, Big data analytics platforms",original
 Data Engineer,"Fault-tolerant data pipelines design, Data integration from diverse storage systems, Self-serve data analytics promotion, Data engineering project execution, Knowledge sharing, Data preparation for analysis, Data integrity verification, Distributed systems knowledge, Scala or Java programming, Apache Spark tuning and performance optimization, Integration of data from multiple sources, Usage of messaging systems like Kafka or RabbitMQ, Spark/Hadoop cluster management",original
Data Engineer I,"Java, SQL, Hadoop, SSIS, Data Stage, ETL",original
Maintenance Engineer (Entry-Level),"Engineering designs analysis, Fault isolation procedures, Systems theory, Technical solutions development, Maintenance and repair procedures, Familiarization with engineering data, Troubleshooting electrical/electronic equipment",original
Data Engineer,"Data engineering, ETL pipelines, Data modeling, Data integration, Software development, Relational databases, SQL, Big data technologies, AWS services, Streaming architectures, Python, Monitoring software",original
Assistant Chief Bldg Engineer (Data Center) 2nd Shift,"Preventive maintenance, Corrective repair, Carpentry, Plumbing, Electrical, Painting, Roofing, Heating and cooling, Fire alarm systems, HVAC systems, Mechanical systems, Process controls, Mechanical power transmissions, Engine repair, Microsoft Office Outlook, Work order system",original
 Water Quality/Permitting Engineer/Scientist-in-Training II or III,"Environmental regulations knowledge, Microsoft Office proficiency, Access, GIS, AutoCAD, Data analysis, Water quality modeling, Proposal preparation, Water resource planning",original
 Data Center SAN SW Engineer,"****, FibreChannel storage systems, SCSI, FC-SW, FCP, Multipathed configuration, Switched FibreChannel fabrics, Host-based data administration, Volume administration, Data modeling, SCSI diagnosis, LUN masking, UML diagramming",original
Software Engineer - Data Movement,"Software design, Implementation, Testing, Debugging, Maintenance, Storage archive systems, Data management software, Documentation, Root cause analysis",original
 Data Facilities Engineer,"Data center physical plant maintenance, Vendor management, Quality control, High-availability production data centers support, HVAC systems, Power supply systems, Fire suppression systems, UPS systems, DC rectifiers, Cabling management, Asset tracking, Disaster recovery documentation, Basic circuit troubleshooting",original
 Software Engineer - Data Flow,"Software Engineering, PHP, Hack, Python, Scala, Java, Backend Development, Frontend Development, System Design, Code Review, Efficiency Optimization, Scalability, Stability, Workflow Language, Data Processing, Machine Learning",original
Data Engineer,"Data Integration, Data Orchestration, Microsoft Azure, Data Flows and Pipelines Design, Data Modeling, Query Techniques, Agile (SCRUM), Data Security Standards",original
 Spark Data Engineer,"Spark, RDDs, DataFrames/Datasets API, Spark Structured Streaming, Scala, Java, SparkSQL, AWS (Kinesis, S3, Lambda, DynamoDB), ANSI SQL, Linux, Distributed systems, Distributed data processing frameworks (Storm, Kafka, Cassandra)",original
Data Engineer,"Data Science/Machine Learning, Natural Language Processing, Deep Learning, Network Analysis, Python, R, Scala, SQL, Java, C++, Spark, Unix/Linux, ElasticSearch, MongoDB, Cassandra, HBase, MySQL, Postgres, Vertica, Spark, Flink, Storm, Kafka",original
CREATIVE DESIGN ENGINEER I,"Graphic design, Packaging design, Adobe Creative Cloud, D and 3D design, Digital photography, Print industry knowledge, Layout design, Printing specifications",original
Data Engineer,"Data integration, Data transformation, Data organization, Data modeling, Python, Spark, Scala, Java, Distributed systems, SQL, Infrastructure setup and maintenance, Testing, Continuous integration, Data pipeline development, AWS, Apache Airflow, HL7 healthcare data exchange standards",original
Data Engineer,"Big Data, Hadoop ecosystem, HDFS, MapReduce, Spark, Pig, Hive, HBase, NoSQL Databases, ETL Tools (NiFi, Informatica, Ab Initio, Data Stage), Java, Scala, PHP, Python, Ruby, SaaS environment, Cloud environment, SQL, Stored Procedures, BI Tools (SAS, R, Tableau, QlikView), Spark jobs, Unstructured data designs, BI systems, Database performance analysis and tuning, Capacity planning, Agile environment",original
 Data (Tracking) Engineer,"Data Analytics, Technical Requirements Translation, Data Quality Audits, Adobe Analytics, Data Collection, Tagging Strategies, QA Analytics Implementations, Client-Side Development, JavaScript, Front-End Debugging",original
Systems Engineer,"Systems design, integration, and documentation -Business process redesign -User test cases development -System integration testing -Problem resolution -End User Training -Technical design for features and modules -Hardware and software research -Server technology maintenance and performance enhancement -Patch, update, and fix installation -System modeling and diagram creation -Software troubleshooting -Data mapping tools and procedures -Data privacy practices and laws knowledge -Project management",original
Infotainment System Test Engineer - Entry Level (CM),"Automotive system testing, Apple CarPlay, Android Auto, Test and validation activities, Test report generation, Data collection, Certification support, Test bench preparation",original
